StockCode,Description,quantity,revenue
22195,LARGE HEART MEASURING SPOONS,697,1316.49
22196,SMALL HEART MEASURING SPOONS,1126,1078.52
22197,POPCORN HOLDER,27526,27002.399999999998
22197,SMALL POPCORN HOLDER,48,40.8
22199,FRYING PAN RED RETROSPOT,164,474.44
22200,FRYING PAN PINK POLKADOT,121,463.04999999999995
22201,FRYING PAN BLUE POLKADOT,43,117.91
22203,MILK PAN RED RETROSPOT,144,403.31
22204,MILK PAN BLUE POLKADOT,41,99.96
22206,"MUG , DOTCOMGIFTSHOP.COM",1,0.83
22207,FRYING PAN UNION FLAG,565,2415.5299999999997
22208,WOOD STAMP SET THANK YOU,658,591.2299999999999
22209,WOOD STAMP SET HAPPY BIRTHDAY,325,276.28999999999996
22210,WOOD STAMP SET BEST WISHES,621,531
22211,WOOD STAMP SET FLOWERS,363,329.96999999999997
22212,FOUR HOOK  WHITE LOVEBIRDS,392,920.6400000000001
22214,CANDLE PLATE LACE WHITE,32,49.65
22215,CAKE STAND WHITE TWO TIER LACE,134,663.89
22216,T-LIGHT HOLDER WHITE LACE,238,140.98
22217,T-LIGHT HOLDER HANGING LACE,498,317.39
22219,LOVEBIRD HANGING DECORATION WHITE,1102,1027.1799999999998
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,132,721.02
22221,CAKE STAND LOVEBIRD 2 TIER PINK,56,345.24
22222,CAKE PLATE LOVEBIRD WHITE,113,656.1600000000001
22223,CAKE PLATE LOVEBIRD PINK,27,163.71
22224,WHITE LOVEBIRD LANTERN,186,650.3000000000001
22227,HANGING HEART MIRROR DECORATION,588,402
22228,BUNNY WOODEN PAINTED WITH BIRD,193,76.50999999999999
22229,BUNNY WOODEN PAINTED WITH FLOWER,109,43.75
22230,JIGSAW TREE WITH WATERING CAN,445,153.17
22231,JIGSAW TREE WITH BIRDHOUSE,195,158.25
22232,JIGSAW TOADSTOOLS 3 PIECE,237,139.82999999999998
22233,JIGSAW RABBIT AND BIRDHOUSE,187,115.73
22236,CAKE STAND 3 TIER MAGIC GARDEN,65,763.9499999999999
22241,GARLAND WOODEN HAPPY EASTER,22,32.34
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,37,61.04999999999999
22244,3 HOOK HANGER MAGIC GARDEN,98,197.64000000000001
22246,MAGIC GARDEN FELT GARLAND,86,193.85999999999999
22247,BUNNY DECORATION MAGIC GARDEN,5,6.59
22248,DECORATION  PINK CHICK MAGIC GARDEN,36,33.72
22249,DECORATION WHITE CHICK MAGIC GARDEN,8,10.7
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,13,21.189999999999998
22251,BIRDHOUSE DECORATION MAGIC GARDEN,31,53.269999999999996
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,190,237.5
22254,FELT TOADSTOOL LARGE,67,86.17
22255,FELT TOADSTOOL  SMALL,152,131.54
22257,FELT FARM ANIMAL SHEEP,6,7.5
22258,FELT FARM ANIMAL RABBIT,13,16.25
22260,FELT EGG COSY BLUE RABBIT,56,67.88
22261,FELT EGG COSY WHITE RABBIT,45,56.19
22262,FELT EGG COSY CHICKEN,133,127.08999999999999
22263,FELT EGG COSY LADYBIRD,21,27.99
22264,FELT FARM ANIMAL WHITE BUNNY,2,3.26
22265,EASTER DECORATION NATURAL CHICK,24,15.6
22266,EASTER DECORATION HANGING BUNNY,1030,197.82
22267,EASTER DECORATION EGG BUNNY,297,115.83
22268,DECORATION SITTING BUNNY,330,63.720000000000006
22269,EGG CUP NATURAL CHICKEN,431,187.6
22270,HAPPY EASTER HANGING DECORATION,10,41.21
22271,FELTCRAFT DOLL ROSIE,650,1963.4200000000003
22273,FELTCRAFT DOLL MOLLY,2981,7759.429999999999
22274,FELTCRAFT DOLL EMILY,605,1828.9100000000003
22276,WASH BAG VINTAGE ROSE PAISLEY,35,92.49
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,185,389.89
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,159,1201.69
22279,POCKET BAG BLUE PAISLEY RED SPOT,203,314.25
22280,POCKET BAG PINK PAISELY BROWN SPOT,75,119.16
22281,EASTER TREE YELLOW BIRDS,4,23.8
22282,12 EGG HOUSE PAINTED WOOD,51,770.16
22283,6 EGG HOUSE PAINTED WOOD,64,602.88
22284,HEN HOUSE DECORATION,174,292.02
22285,HANGING HEN ON NEST DECORATION,120,201.27999999999997
22286,DECORATION WOBBLY RABBIT METAL,283,113.27
22287,DECORATION WOBBLY CHICKEN,227,91.43
22288,HANGING METAL RABBIT DECORATION,6,8.71
22289,HANGING METAL CHICKEN DECORATION,1,1.25
22291,HANGING CHICK CREAM DECORATION,32,46.4
22292,HANGING CHICK  YELLOW DECORATION,16,23.2
22293,HANGING CHICK GREEN DECORATION,50,72.5
22294,HEART FILIGREE DOVE  SMALL,1639,2025.77
22295,HEART FILIGREE DOVE LARGE,723,1179.27
22296,HEART IVORY TRELLIS LARGE,530,897.4599999999999
22297,HEART IVORY TRELLIS SMALL,903,1181.99
22299,PIG KEYRING WITH LIGHT & SOUND,934,786.51
22300,COFFEE MUG DOG + BALL DESIGN,717,1244.33
22301,COFFEE MUG CAT + BIRD DESIGN,845,1537.17
22302,COFFEE MUG PEARS  DESIGN,903,1662.8
22303,COFFEE MUG APPLES DESIGN,988,1894.01
22304,COFFEE MUG BLUE PAISLEY DESIGN,535,742.34
22305,COFFEE MUG PINK PAISLEY DESIGN,55,149.89
22306,SILVER MUG BONE CHINA TREE OF LIFE,1003,1148.02
22307,GOLD MUG BONE CHINA TREE OF LIFE,634,744.7
22308,TEA COSY BLUE STRIPE,84,327.47
22309,TEA COSY RED  STRIPE,167,478.06
22310,IVORY KNITTED MUG COSY,303,567.59
22311,OFFICE MUG WARMER BLACK+SILVER,792,2227.14
22312,OFFICE MUG WARMER POLKADOT,276,791.7400000000001
22313,OFFICE MUG WARMER PINK,355,920.15
22314,OFFICE MUG WARMER CHOC+BLUE,234,619.6600000000001
22315,200 RED + WHITE BENDY STRAWS,210,336.31
22316,200 BENDY SKULL STRAWS,35,47.38
22317,FIVE CATS HANGING DECORATION,36,137.44
22318,FIVE HEART HANGING DECORATION,71,220.81000000000003
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,841,259.61
22320,BIRDS MOBILE VINTAGE DESIGN,71,433.81
22321,BIRD DECORATION RED RETROSPOT,136,124.96
22322,BIRD DECORATION GREEN POLKADOT,19,20.049999999999997
22324,BLUE POLKADOT KIDS BAG,72,201.44
22325,MOBILE VINTAGE HEARTS,50,247.50000000000003
22326,ROUND SNACK BOXES SET OF4 WOODLAND,2514,7112.38
22327,ROUND SNACK BOXES SET OF 4 SKULLS,417,1544.75
22328,ROUND SNACK BOXES SET OF 4 FRUITS,1360,3953.76
22329,ROUND CONTAINER SET OF 5 RETROSPOT,293,521.41
22331,WOODLAND PARTY BAG + STICKER SET,555,898.91
22332,SKULLS PARTY BAG + STICKER SET,260,430.88
22333,RETROSPOT PARTY BAG + STICKER SET,1105,1724.4499999999998
22334,DINOSAUR PARTY BAG + STICKER SET,140,235.92
22335,HEART DECORATION PAINTED ZINC,526,401.90000000000003
22336,DOVE DECORATION PAINTED ZINC,1810,390.66
22337,ANGEL DECORATION PAINTED ZINC,519,332.59000000000003
22338,STAR DECORATION PAINTED ZINC,4493,1092.69
22339,CHRISTMAS TREE PAINTED ZINC,2118,477.74
22340,NOEL GARLAND PAINTED ZINC,1394,755.68
22341,LOVE GARLAND PAINTED ZINC,44,98.83999999999999
22342,HOME GARLAND PAINTED ZINC,279,249.89000000000001
22343,PARTY PIZZA DISH RED RETROSPOT,515,185.32999999999998
22344,PARTY PIZZA DISH PINK POLKADOT,272,82.28
22345,PARTY PIZZA DISH BLUE POLKADOT,275,87.11
22346,PARTY PIZZA DISH GREEN POLKADOT,255,64.65
22348,TEA BAG PLATE RED RETROSPOT,996,915.2399999999999
22349,DOG BOWL CHASING BALL DESIGN,215,812.45
22350,ILLUSTRATED CAT BOWL,171,452.91999999999996
22352,LUNCH BOX WITH CUTLERY RETROSPOT,780,1992.57
22354,RETROSPOT PADDED SEAT CUSHION,85,367.31
22355,CHARLOTTE BAG SUKI DESIGN,5591,9978.45
22356,CHARLOTTE BAG PINK POLKADOT,2953,3800.5
22357,KINGS CHOICE BISCUIT TIN,143,615.43
22358,KINGS CHOICE TEA CADDY,143,589.4100000000001
22359,GLASS JAR KINGS CHOICE,48,167.16000000000003
22360,GLASS JAR ENGLISH CONFECTIONERY,223,743.73
22361,GLASS JAR DAISY FRESH COTTON WOOL,192,753.84
22362,GLASS JAR PEACOCK BATH SALTS,88,305.04
22363,GLASS JAR MARMALADE,48,181.36
22364,GLASS JAR DIGESTIVE BISCUITS,165,566.95
22365,DOORMAT RESPECTABLE HOUSE,460,2954.16
22366,DOORMAT AIRMAIL,390,2515.68
22367,CHILDRENS APRON SPACEBOY DESIGN,1430,2825.93
22371,AIRLINE BAG VINTAGE TOKYO 78,407,1953.49
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,104,504.56
22374,AIRLINE BAG VINTAGE JET SET RED,213,942.93
22375,AIRLINE BAG VINTAGE JET SET BROWN,122,589.34
22376,AIRLINE BAG VINTAGE JET SET WHITE,86,384.38
22377,BOTTLE BAG RETROSPOT,97,238.21
22378,WALL TIDY RETROSPOT,153,480.28
22379,RECYCLING BAG RETROSPOT,2115,4689.54
22380,TOY TIDY SPACEBOY,391,779.94
22381,TOY TIDY PINK POLKADOT,1134,2357.16
22382,LUNCH BAG SPACEBOY DESIGN,3177,5447.22
22383,LUNCH BAG SUKI DESIGN,2525,4821.14
22384,LUNCH BAG PINK POLKADOT,2032,3452.35
22385,JUMBO BAG SPACEBOY DESIGN,2441,4948.77
22386,JUMBO BAG PINK POLKADOT,7374,14493.57
22389,PAPERWEIGHT SAVE THE PLANET,199,386.69
22390,PAPERWEIGHT CHILDHOOD MEMORIES,97,165.35999999999999
22391,PAPERWEIGHT HOME SWEET HOME,61,85.77
22393,PAPERWEIGHT VINTAGE COLLAGE,321,327.40999999999997
22394,PAPERWEIGHT KINGS CHOICE,46,72.94
22395,PAPERWEIGHT VINTAGE PAISLEY,99,98.67999999999999
22396,MAGNETS PACK OF 4 RETRO PHOTO,352,151.76999999999998
22398,MAGNETS PACK OF 4 SWALLOWS,1101,431.46
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,83,106.17
22400,MAGNETS PACK OF 4 HOME SWEET HOME,549,226.53
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,662,275.43
22403,MAGNETS PACK OF 4 VINTAGE LABELS,294,125.00999999999999
22405,MONEY BOX POCKET MONEY DESIGN,149,120.63
22406,MONEY BOX KINGS CHOICE DESIGN,172,173.71
22407,MONEY BOX FIRST AID DESIGN,35,25.53
22408,MONEY BOX CONFECTIONERY DESIGN,92,86.46
22409,MONEY BOX BISCUITS DESIGN,57,72.46
22410,MONEY BOX HOUSEKEEPING DESIGN,134,110.1
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4116,9084.08
22412,METAL SIGN NEIGHBOURHOOD WITCH,92,200.35000000000002
22413,METAL SIGN TAKE IT OR LEAVE IT,2046,5834.18
22414,DOORMAT NEIGHBOURHOOD WITCH,168,1049.4
22416,SET OF 36 DOILIES SPACEBOY DESIGN,69,102.99
22416,SET OF 36 SPACEBOY PAPER DOILIES,51,75.42
22417,PACK OF 60 SPACEBOY CAKE CASES,1990,1056.99
22418,10 COLOUR SPACEBOY PEN,2159,1854.12
22419,LIPSTICK PEN RED,1311,744.85
22420,LIPSTICK PEN BABY PINK,545,252.98
22421,LIPSTICK PEN FUSCHIA,1263,696.7
22422,TOOTHPASTE TUBE PEN,880,443.7
22423,REGENCY CAKESTAND 3 TIER,3161,40183.5
22424,ENAMEL BREAD BIN CREAM,247,3556.97
22425,ENAMEL COLANDER CREAM,101,532.6600000000001
22426,ENAMEL WASH BOWL CREAM,149,635.0699999999999
22427,ENAMEL FLOWER JUG CREAM,304,1753.5200000000002
22428,ENAMEL FIRE BUCKET CREAM,58,446.18
22429,ENAMEL MEASURING JUG CREAM,298,1341.54
22430,ENAMEL WATERING CAN CREAM,93,490.41
22431,WATERING CAN BLUE ELEPHANT,205,425.23999999999995
22432,WATERING CAN PINK BUNNY,176,320.93999999999994
22433,WATERING CAN GREEN DINOSAUR,153,291.34999999999997
22434,BALLOON PUMP WITH 10 BALLOONS,202,406.98
22435,SET OF 9 HEART SHAPED BALLOONS,561,695.56
22436,12 COLOURED PARTY BALLOONS,672,439.18
22437,SET OF 9 BLACK SKULL BALLOONS,723,619.39
22438,BALLOON ART MAKE YOUR OWN FLOWERS,659,379.27
22439,6 ROCKET BALLOONS,622,444.5
22440,BALLOON WATER BOMB PACK OF 35,532,224.92
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,421,929
22442,GROW YOUR OWN FLOWERS SET OF 3,217,589.39
22445,PENCIL CASE LIFE IS BEAUTIFUL,129,431.67
22446,PIN CUSHION BABUSHKA PINK,277,672.07
22447,PIN CUSHION BABUSHKA BLUE,25,63.010000000000005
22448,PIN CUSHION BABUSHKA RED,82,234.4
22449,SILK PURSE BABUSHKA PINK,130,387.44
22450,SILK PURSE BABUSHKA BLUE,32,107.2
22452,MEASURING TAPE BABUSHKA PINK,223,519.25
22453,MEASURING TAPE BABUSHKA BLUE,94,288.66
22454,MEASURING TAPE BABUSHKA RED,33,97.35000000000001
22456,NATURAL SLATE CHALKBOARD LARGE,473,2598.84
22457,NATURAL SLATE HEART CHALKBOARD,2925,8945.390000000001
22460,EMBOSSED GLASS TEALIGHT HOLDER,753,967.78
22464,HANGING METAL HEART LANTERN,1263,1735.09
22465,HANGING METAL STAR LANTERN,1235,1706.6899999999998
22466,FAIRY TALE COTTAGE NIGHT LIGHT,948,1916.02
22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,23.4
22467,GUMBALL COAT RACK,2764,6509.32
22468,BABUSHKA LIGHTS STRING OF 10,193,1398.91
22469,HEART OF WICKER SMALL,5601,10140.64
22470,HEART OF WICKER LARGE,3498,10701.980000000001
22471,TV DINNER TRAY AIR HOSTESS,136,527.28
22472,TV DINNER TRAY DOLLY GIRL,122,479.62
22473,TV DINNER TRAY VINTAGE PAISLEY,111,441.69
22474,SPACEBOY TV DINNER TRAY,140,703.52
22475,SKULL DESIGN TV DINNER TRAY,187,836.57
22476,EMPIRE UNION JACK TV DINNER TRAY,721,1722.79
22477,WATERING CAN GARDEN MARKER,141,206.5
22478,BIRDHOUSE GARDEN MARKER,228,327.35
22479,DAISY GARDEN MARKER,47,84.16
22481,BLACK TEA TOWEL CLASSIC DESIGN,278,238.85
22483,RED GINGHAM TEDDY BEAR,296,900.12
22485,SET OF 2 WOODEN MARKET CRATES,152,1942.7099999999998
22486,PLASMATRONIC LAMP,33,195.45
22487,WHITE WOOD GARDEN PLANT LADDER,188,1873.6899999999998
22488,NATURAL SLATE RECTANGLE CHALKBOARD,861,1538.1699999999998
22489,PACK OF 12 TRADITIONAL CRAYONS,3157,1373.73
22491,PACK OF 12 COLOURED PENCILS,888,727.5
22492,MINI PAINT SET VINTAGE,8578,5790.820000000001
22493,PAINT YOUR OWN CANVAS SET,560,969.92
22494,EMERGENCY FIRST AID TIN,228,381.8
22495,SET OF 2 ROUND TINS CAMEMBERT,160,332.92
22496,SET OF 2 ROUND TINS DUTCH CHEESE,180,305.44
22497,SET OF 2 TINS VINTAGE BATHROOM,31,135.79
22498,WOODEN REGATTA BUNTING,38,243.8
22499,WOODEN UNION JACK BUNTING,115,787.8100000000001
22500,SET OF 2 TINS JARDIN DE PROVENCE,124,271.84000000000003
22501,Found,24,0
22501,PICNIC BASKET WICKER LARGE,66,820.6099999999999
22502,PICNIC BASKET WICKER SMALL,3,13.9
22503,CABIN BAG VINTAGE PAISLEY,19,499.04999999999995
22504,CABIN BAG VINTAGE RETROSPOT,34,898.3
22505,MEMO BOARD COTTAGE DESIGN,370,1857.74
22507,MEMO BOARD RETROSPOT  DESIGN,849,4634.3099999999995
22508,DOORSTOP RETROSPOT HEART,1040,4240.98
22509,SEWING BOX RETROSPOT DESIGN,137,918.67
22510,GINGHAM BABUSHKA DOORSTOP,61,145.87
22511,RETROSPOT BABUSHKA DOORSTOP,53,130.71
22512,DOORSTOP RACING CAR DESIGN,54,143.42000000000002
22513,DOORSTOP FOOTBALL DESIGN,95,266.15
22514,CHILDS GARDEN SPADE BLUE,44,151.27
22515,CHILDS GARDEN SPADE PINK,33,103.81
22516,CHILDS GARDEN RAKE BLUE,27,107.45
22517,CHILDS GARDEN RAKE PINK,27,83.09
22522,CHILDS GARDEN FORK BLUE,58,49.3
22523,CHILDS GARDEN FORK PINK,82,81.39999999999999
22526,WHEELBARROW FOR CHILDREN,27,405.3
22529,MAGIC DRAWING SLATE GO TO THE FAIR,496,197.62
22530,MAGIC DRAWING SLATE DOLLY GIRL,1774,721.14
22531,MAGIC DRAWING SLATE CIRCUS PARADE,963,408.15
22532,MAGIC DRAWING SLATE LEAP FROG,290,122.62
22533,check,60,0
22533,MAGIC DRAWING SLATE BAKE A CAKE,181,76.02
22534,MAGIC DRAWING SLATE SPACEBOY,1669,695.4
22535,MAGIC DRAWING SLATE BUNNIES,507,212.32
22536,MAGIC DRAWING SLATE PURDEY,650,273
22537,MAGIC DRAWING SLATE DINOSAUR,809,343.47
22538,MINI JIGSAW GO TO THE FAIR,88,27.970000000000002
22539,MINI JIGSAW DOLLY GIRL,1455,506.22999999999996
22540,MINI JIGSAW CIRCUS PARADE,494,161.28
22541,MINI JIGSAW LEAP FROG,98,42.93
22543,MINI JIGSAW BAKE A CAKE,428,138.66
22544,MINI JIGSAW SPACEBOY,1853,634.68
22545,MINI JIGSAW BUNNIES,515,173.25
22546,MINI JIGSAW PURDEY,818,297.53999999999996
22547,MINI JIGSAW DINOSAUR,251,87.27
22548,adjustment,4,0
22548,HEADS AND TAILS SPORTING FUN,539,655.4200000000001
22549,PICTURE DOMINOES,1538,2333.1099999999997
22550,HOLIDAY FUN LUDO,258,1034.28
22551,PLASTERS IN TIN SPACEBOY,2653,4982.429999999999
22553,PLASTERS IN TIN SKULLS,1870,3167.2999999999997
22554,PLASTERS IN TIN WOODLAND ANIMALS,2729,5084.49
22555,PLASTERS IN TIN STRONGMAN,1809,3055.8499999999995
22556,PLASTERS IN TIN CIRCUS PARADE,1994,3273.9799999999996
22557,PLASTERS IN TIN VINTAGE PAISLEY,1552,2624.56
22558,CLOTHES PEGS RETROSPOT PACK 24,2128,3413.0399999999995
22559,SEASIDE FLYING DISC,38,66.86
22560,TRADITIONAL MODELLING CLAY,3623,4320.59
22561,WOODEN SCHOOL COLOURING SET,2112,3774.9999999999995
22562,MONSTERS STENCIL CRAFT,701,880.72
22563,HAPPY STENCIL CRAFT,1183,1418.45
22564,ALPHABET STENCIL CRAFT,825,963.04
22565,FELTCRAFT HAIRBANDS PINK AND WHITE,323,321.34999999999997
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,400,374.32
22567,20 DOLLY PEGS RETROSPOT,394,569.74
22568,FELTCRAFT CUSHION OWL,1543,5637.32
22569,FELTCRAFT CUSHION BUTTERFLY,731,2568.06
22570,FELTCRAFT CUSHION RABBIT,912,3174.81
22571,ROCKING HORSE RED CHRISTMAS,1704,1496.76
22572,ROCKING HORSE GREEN CHRISTMAS,1004,868.2199999999999
22573,STAR WOODEN CHRISTMAS DECORATION,1717,1585.03
22574,HEART WOODEN CHRISTMAS DECORATION,1781,1662.05
22575,METAL MERRY CHRISTMAS WREATH,461,859.23
22576,SWALLOW WOODEN CHRISTMAS DECORATION,1089,999.7499999999999
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,10009,3541.0899999999997
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,10162,3596.0399999999995
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,4905,1740.2699999999998
22580,ADVENT CALENDAR GINGHAM SACK,1149,5873.570000000001
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1383,948.4899999999999
22582,PACK OF 6 SWEETIE GIFT BOXES,354,869.23
22583,PACK OF 6 HANDBAG GIFT BOXES,92,265.93
22584,PACK OF 6 PANETTONE GIFT BOXES,233,548.63
22584,PACK OF 6 PANNETONE GIFT BOXES,616,1631.32
22585,PACK OF 6 BIRDY GIFT TAGS,2438,2988.61
22586,FELTCRAFT HAIRBAND PINK AND BLUE,312,295.62
22587,FELTCRAFT HAIRBAND RED AND BLUE,526,474.4
22588,CARD HOLDER GINGHAM HEART,371,1179.49
22589,CARDHOLDER GINGHAM STAR,289,938.14
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,322,1218.92
22592,CARDHOLDER HOLLY WREATH METAL,519,2498.7
22593,CHRISTMAS GINGHAM STAR,1634,1499.6599999999999
22594,CHRISTMAS GINGHAM TREE,1429,1352.7099999999998
22595,GINGHAM HEART DECORATION,4230,3426.24
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3123,3658.28
22597,MUSICAL ZINC HEART DECORATION,2533,969.4899999999999
22598,CHRISTMAS MUSICAL ZINC TREE,967,417.15
22599,CHRISTMAS MUSICAL ZINC STAR,1858,833.9399999999999
22600,CHRISTMAS RETROSPOT STAR WOOD,1264,1133.6799999999998
22601,CHRISTMAS RETROSPOT ANGEL WOOD,1374,1314.54
22602,RETROSPOT WOODEN HEART DECORATION,1200,1047.3
22603,CHRISTMAS RETROSPOT TREE WOOD,1048,933.6999999999999
22604,SET OF 4 NAPKIN CHARMS CUTLERY,216,685.76
22605,WOODEN CROQUET GARDEN SET,118,1784.23
22606,check,9,0
22606,WOODEN SKITTLES GARDEN SET,21,322.15
22607,WOODEN ROUNDERS GARDEN SET,135,1423.6499999999999
22608,PENS ASSORTED FUNKY JEWELED,1538,339.59999999999997
22609,PENS ASSORTED SPACEBALL,2155,454.09
22610,PENS ASSORTED FUNNY FACE,3854,735.14
22611,VINTAGE UNION JACK SHOPPING BAG,58,253.5
22613,PACK OF 20 SPACEBOY NAPKINS,235,206.76999999999998
22614,PACK OF 12 SPACEBOY TISSUES,1053,426.27
22615,PACK OF 12 CIRCUS PARADE TISSUES,618,242.42
22616,PACK OF 12 LONDON TISSUES,6240,2450.73
22617,BAKING SET SPACEBOY DESIGN,1078,5312.62
22619,SET OF 6 SOLDIER SKITTLES,1080,4574.87
22620,4 TRADITIONAL SPINNING TOPS,1553,2418.5
22621,TRADITIONAL KNITTING NANCY,2887,5047.2699999999995
22622,BOX OF VINTAGE ALPHABET BLOCKS,481,5294.71
22623,BOX OF VINTAGE JIGSAW BLOCKS,411,2448.23
22624,IVORY KITCHEN SCALES,577,5156.2300000000005
22625,RED KITCHEN SCALES,461,3915.2400000000002
22626,BLACK KITCHEN SCALES,123,1037.22
22627,MINT KITCHEN SCALES,322,2799.82
22628,PICNIC BOXES SET OF 3 RETROSPOT,139,733.14
22629,SPACEBOY LUNCH BOX,3650,6648.0999999999995
22630,DOLLY GIRL LUNCH BOX,2691,5078.089999999999
22631,CIRCUS PARADE LUNCH BOX,1143,2215.23
22632,HAND WARMER RED RETROSPOT,3131,6290.4800000000005
22633,HAND WARMER UNION JACK,3626,7536.4000000000005
22634,CHILDS BREAKFAST SET SPACEBOY,235,2234.3199999999997
22635,CHILDS BREAKFAST SET DOLLY GIRL,181,1743.98
22636,CHILDS BREAKFAST SET CIRCUS PARADE,173,1493.41
22637,PIGGY BANK RETROSPOT,1391,3396.54
22638,SET OF 4 NAPKIN CHARMS CROWNS,104,177.39
22639,SET OF 4 NAPKIN CHARMS HEARTS,292,614.02
22640,SET OF 4 NAPKIN CHARMS 3 KEYS,85,148.29999999999998
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,43,111.6
22642,SET OF 4 NAPKIN CHARMS STARS,181,371.7
22643,SET OF 4 NAPKIN CHARMS LEAVES,92,163.93
22644,CERAMIC CHERRY CAKE MONEY BANK,1003,964.73
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,825,1527.44
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1951,2171.83
22647,CERAMIC LOVE HEART MONEY BANK,159,106.19
22649,STRAWBERRY FAIRY CAKE TEAPOT,147,751.01
22650,CERAMIC PIRATE CHEST MONEY BANK,314,519.86
22651,GENTLEMAN SHIRT REPAIR KIT,560,508.76
22652,TRAVEL SEWING KIT,1015,1575.43
22653,BUTTON BOX,849,1472.07
22654,DELUXE SEWING KIT,384,2532.96
22655,VINTAGE RED KITCHEN CABINET,7,650
22656,VINTAGE BLUE KITCHEN CABINET,1,50
22659,LUNCH BOX I LOVE LONDON,2438,4505.13
22660,DOORMAT I LOVE LONDON,219,1404.65
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,1211,1037.93
22662,LUNCH BAG DOLLY GIRL DESIGN,1369,2273.41
22663,JUMBO BAG DOLLY GIRL DESIGN,778,1710.89
22664,TOY TIDY DOLLY GIRL DESIGN,257,443.4
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,250,1080.82
22666,RECIPE BOX PANTRY YELLOW DESIGN,3332,10628.16
22667,RECIPE BOX RETROSPOT,899,2479.25
22668,PINK BABY BUNTING,367,1190.33
22669,RED BABY BUNTING,360,1098.8
22670,FRENCH WC SIGN BLUE METAL,474,657.84
22671,FRENCH LAUNDRY SIGN BLUE METAL,113,232.36999999999998
22672,FRENCH BATHROOM SIGN BLUE METAL,242,438.65999999999997
22673,FRENCH GARDEN SIGN BLUE METAL,143,186.01
22674,FRENCH TOILET SIGN BLUE METAL,160,221.78
22675,FRENCH KITCHEN SIGN BLUE METAL,172,240.41
22676,FRENCH BLUE METAL DOOR SIGN 1,370,486.71
22677,FRENCH BLUE METAL DOOR SIGN 2,289,379.40999999999997
22678,FRENCH BLUE METAL DOOR SIGN 3,250,325.82
22679,FRENCH BLUE METAL DOOR SIGN 4,202,272.46999999999997
22680,FRENCH BLUE METAL DOOR SIGN 5,240,318.15999999999997
22681,FRENCH BLUE METAL DOOR SIGN 6,186,242.79
22682,FRENCH BLUE METAL DOOR SIGN 7,194,247.95
22683,FRENCH BLUE METAL DOOR SIGN 8,162,210.37
22684,FRENCH BLUE METAL DOOR SIGN 9,117,154.12
22685,FRENCH BLUE METAL DOOR SIGN 0,104,133.03
22686,FRENCH BLUE METAL DOOR SIGN No,412,478.47
22687,adjustment,1,0
22687,DOORMAT CHRISTMAS VILLAGE,538,2940.62
22687,had been put aside,20,0
22688,DOORMAT PEACE ON EARTH BLUE,654,3143.58
22689,DOORMAT MERRY CHRISTMAS RED,542,4054.2599999999998
22689,had been put aside,40,0
22690,DOORMAT HOME SWEET HOME BLUE,436,2724.36
22691,DOORMAT WELCOME SUNRISE,193,1162.87
22692,DOORMAT WELCOME TO OUR HOME,574,3839.2999999999997
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,2567,3224.01
22694,WICKER STAR,1095,2357.48
22695,WICKER WREATH SMALL,583,721.5899999999999
22696,WICKER WREATH LARGE,447,895.93
22697,GREEN REGENCY TEACUP AND SAUCER,2060,6436.96
22698,PINK REGENCY TEACUP AND SAUCER,1846,5673.780000000001
22699,ROSES REGENCY TEACUP AND SAUCER,2486,7579.9800000000005
22700,BLACK AND WHITE DOG BOWL,3,8.850000000000001
22701,PINK DOG BOWL,143,258.84
22702,BLACK AND WHITE CAT BOWL,21,52.220000000000006
22703,PINK CAT BOWL,215,278.96
22704,WRAP RED APPLES,1500,630
22705,WRAP GREEN PEARS,525,220.5
22706,WRAP COWBOYS,425,178.5
22707,WRAP MONSTER FUN,375,157.5
22708,WRAP DOLLY GIRL,1000,420
22709,WRAP WEDDING DAY,375,145.5
22710,WRAP I LOVE LONDON,1550,615
22711,WRAP CIRCUS PARADE,750,315
